correct,incorrect,model,unique_id,syllogism_name,order_first,is_valid,is_realistic,is_consistent,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
valid,invalid,gpt2-xl,politicians_dishonest_lie^consistent^valid,politicians_dishonest_lie,1,True,True,True,1.595798,6.3248687,1.0,0.3333333333333333,-0.4055111,-3.378433,1.3729058,1.406095,197.94181365999998,0,0.0,0.0,0.020833333333333332,24.840426992962207,23,179.81026752,23,110.34040498000003,0.0,23,84.06993046791183,23.121195482369448,24
valid,invalid,gpt2-xl,politicians_dishonest_lie^consistent^valid,politicians_dishonest_lie,2,True,True,True,1.5599173,6.263339,1.0,0.3333333333333333,-0.40070385,-3.556635,1.37755495,1.2553489999999998,197.56387469,0,0.0,0.0,0.020833333333333332,24.304727922939122,24,181.657226325,23,107.84258317500002,0.0,23,83.68097541044335,24.788855620074376,23
invalid,valid,gpt2-xl,politicians_dishonest_lie^consistent^invalid,politicians_dishonest_lie,1,False,True,True,1.5899721,6.399018,0.5,0.07692307692307693,-1.7921791,-4.839096,-1.3920612,-1.4936591999999997,197.00403235,0,2.45312881,2.45312881,1.0,10.799057678543956,27,291.19427559999997,20,0.0,111.010427801,20,22.416295004408752,84.4772552293038,20
invalid,valid,gpt2-xl,politicians_dishonest_lie^consistent^invalid,politicians_dishonest_lie,2,False,True,True,1.5596821,6.4363165,0.5,0.07692307692307693,-1.7660112,-4.8661604,-1.3637704199999998,-1.4455694000000001,197.52286305,0,2.36506483,2.36506483,1.0,10.779242759176281,27,290.49794010000005,20,0.0,108.825976406,20,23.43062331420794,82.64130875249421,20
valid,invalid,gpt2-xl,politicians_dishonest_lie^violate^valid,politicians_dishonest_lie,1,True,True,False,1.6302047,6.2422967,1.0,0.3333333333333333,-0.42679843,-3.52014,1.30013277,1.4179445999999998,197.83859045,0,0.0,0.0,0.020833333333333332,24.82342443724591,23,177.404851296,23,109.282752904,0.0,23,79.51243882966246,24.454895098168635,24
valid,invalid,gpt2-xl,politicians_dishonest_lie^violate^valid,politicians_dishonest_lie,2,True,True,False,1.5876298,6.239276,1.0,0.3333333333333333,-0.41671762,-3.4659972,1.30272198,1.5809938000000003,196.1704466,0,0.0,0.0,0.020833333333333332,24.868244919915753,23,175.718770095,23,111.49192990500005,0.0,23,80.76793060585086,24.177918126973985,23
invalid,valid,gpt2-xl,politicians_dishonest_lie^violate^invalid,politicians_dishonest_lie,1,False,True,False,1.6582588,6.1991897,0.5,0.07692307692307693,-1.6583021,-4.9096355,-1.20941445,-1.4819945000000003,197.20884194,0,2.40900625,2.40900625,1.0,10.980077901979376,27,285.2404031,20,0.0,108.62695388599997,20,24.52389520007894,78.87271596625979,20
invalid,valid,gpt2-xl,politicians_dishonest_lie^violate^invalid,politicians_dishonest_lie,2,False,True,False,1.6226151,6.2624903,0.5,0.07142857142857142,-1.7398671,-4.9674025,-1.3166370500000002,-1.3583905000000005,198.63534040000002,0,2.36131666,2.36131666,1.0,10.6851444088956,27,287.2736799,20,0.0,109.190222384,20,24.266385499963267,80.56693738507109,20
invalid,valid,gpt2-xl,whales_mammals_big^consistent^invalid,whales_mammals_big,1,False,True,True,1.2117703,6.607382,0.5,0.09090909090909091,-2.0265174,-4.6844606,-1.7472381,-1.6407406000000004,191.46920482000002,0,2.295127804,2.295127804,1.0,11.248062981225075,27,288.24705130000007,20,0.0,114.15277827700001,20,19.12410262970257,89.67557739228157,20
invalid,valid,gpt2-xl,whales_mammals_big^consistent^invalid,whales_mammals_big,2,False,True,True,1.2307414,6.542238,0.5,0.1,-1.8677697,-4.521208,-1.5631408,-1.4809607999999996,191.76289596,0,2.2860271599999997,2.2860271599999997,1.0,11.264572952108193,27,284.443191,20,0.0,109.120635851,20,19.92131688634135,86.38699009040958,20
valid,invalid,gpt2-xl,whales_mammals_big^consistent^valid,whales_mammals_big,1,True,True,True,1.2475288,6.5197334,1.0,0.5,-0.31269544,-3.0740294,1.52682406,1.4241496000000002,192.26317589999996,0,0.0,0.0,0.020833333333333332,25.63469361077253,23,175.72227285,23,107.02257115,0.0,15,84.45982726510017,20.37316203816494,23
valid,invalid,gpt2-xl,whales_mammals_big^consistent^valid,whales_mammals_big,2,True,True,True,1.2184122,6.6250973,1.0,0.5,-0.28924024,-3.0851543,1.66897006,1.5434592,192.06050546,0,0.0,0.0,0.020833333333333332,25.594342370568697,23,175.003094111,23,112.31759388900001,0.0,23,87.26476488696332,20.282847495245978,23
invalid,valid,gpt2-xl,whales_mammals_big^violate^invalid,whales_mammals_big,1,False,True,False,1.375082,6.5151553,0.5,0.1,-1.8041162,-4.5171347,-1.4574574999999999,-1.3592641999999997,194.77586975999998,0,2.3013639300000004,2.3013639300000004,1.0,11.215333961084923,27,281.58663479999996,20,0.018363000000000795,106.27492541900001,20,21.60086492199041,83.266681414769,20
invalid,valid,gpt2-xl,whales_mammals_big^violate^invalid,whales_mammals_big,2,False,True,False,1.3075093,6.552087,0.5,0.09090909090909091,-1.8154026,-4.569219,-1.4845313500000001,-1.4279941000000003,194.16711282,0,2.36514488,2.36514488,1.0,11.203100886690416,27,282.6955326,20,0.0,107.93456328799996,20,22.097434876460916,84.10516262016236,20
valid,invalid,gpt2-xl,whales_mammals_big^violate^valid,whales_mammals_big,1,True,True,False,1.2656915,6.5708942,1.0,0.5,-0.32303032,-3.0610642,1.48649128,1.5549082999999997,193.43368817,0,0.0,0.0,0.020833333333333332,25.72941895400092,23,172.45315935999997,23,110.31634413999998,0.0,15,85.59784965265895,22.821987881973214,23
valid,invalid,gpt2-xl,whales_mammals_big^violate^valid,whales_mammals_big,2,True,True,False,1.2586194,6.5321217,1.0,0.5,-0.31030092,-3.095633,1.56926348,1.7070317999999998,192.38481409000002,0,0.0,0.0,0.020833333333333332,25.68282360491081,23,172.61529267999998,23,114.29595762,0.0,23,87.28922641207684,21.25494837175992,23
valid,invalid,gpt2-xl,food_vegetables_healthy^violate^valid,food_vegetables_healthy,1,True,True,False,1.168362,6.531191,1.0,0.5,-0.25826237,-3.0393746,1.8803692300000001,1.7632824,192.11370827000002,0,0.0,0.0,0.020833333333333332,25.622773517770874,23,171.763605504,23,125.75337149600003,0.0,23,94.8982854689266,21.52553788269562,23
valid,invalid,gpt2-xl,food_vegetables_healthy^violate^valid,food_vegetables_healthy,2,True,True,False,1.2690812,6.5104003,1.0,0.5,-0.29951182,-3.0051484,1.66564078,1.6776581,193.20247876,0,0.0,0.0,0.020833333333333332,25.59526062180933,23,173.06134328500002,23,119.59625721499998,0.0,23,89.69725907985467,21.675237588047523,23
invalid,valid,gpt2-xl,food_vegetables_healthy^violate^invalid,food_vegetables_healthy,1,False,True,False,1.28988,6.534996,0.5,0.09090909090909091,-1.9506977,-4.617292,-1.6451235800000001,-1.5289039999999998,193.60929538,0,2.41714114,2.41714114,1.0,11.067837851414712,27,292.26262199999996,21,0.0,118.256971811,20,21.893746406865706,88.55267121428557,20
invalid,valid,gpt2-xl,food_vegetables_healthy^violate^invalid,food_vegetables_healthy,2,False,True,False,1.2228824,6.5156918,0.5,0.09090909090909091,-2.0537267,-4.7034345,-1.77562442,-1.6536937000000003,193.03922964999998,0,2.4464589000000005,2.4464589000000005,1.0,10.90030959470162,27,295.2369585,21,0.0,122.54617402299999,20,21.629133192608304,91.94426162070177,20
valid,invalid,gpt2-xl,food_vegetables_healthy^consistent^valid,food_vegetables_healthy,1,True,True,True,1.1918877,6.568386,1.0,0.5,-0.2728264,-2.9442952,1.7664919000000001,1.5991951999999996,190.88958405,0,0.0,0.0,0.020833333333333332,25.6093555973315,23,174.327603133,23,119.755517567,0.0,23,91.46888491397702,20.644123115717115,23
valid,invalid,gpt2-xl,food_vegetables_healthy^consistent^valid,food_vegetables_healthy,2,True,True,True,1.1735237,6.6743884,1.0,0.5,-0.2555389,-2.9652555,1.9013815000000003,1.7374728000000004,191.43947522000002,0,0.0,0.0,0.020833333333333332,25.66994365974444,23,173.159541056,23,125.04549154399999,0.0,23,94.61669065720142,20.240622253596847,23
invalid,valid,gpt2-xl,food_vegetables_healthy^consistent^invalid,food_vegetables_healthy,1,False,True,True,1.2496011,6.6820893,0.5,0.09090909090909091,-2.0513835,-4.629423,-1.7698995,-1.7175377000000003,191.39266197999999,0,2.3736379000000003,2.3736379000000003,1.0,11.158419712149149,27,296.294433,21,0.0,121.63360779099999,20,21.119215752682887,92.86774370508802,40
invalid,valid,gpt2-xl,food_vegetables_healthy^consistent^invalid,food_vegetables_healthy,2,False,True,True,1.1888616,6.6764135,0.5,0.08333333333333333,-2.1962454,-4.7537003,-1.9425125699999999,-1.8278258000000003,191.08176891,0,2.3966320099999994,2.3966320099999994,1.0,10.880977145476784,27,300.66411089999997,21,0.0,126.86515846899998,20,19.93908026570214,96.22324958138947,40
valid,invalid,gpt2-xl,famous_wealthy_old^consistent^valid,famous_wealthy_old,1,True,True,True,1.3586638,6.465416,1.0,0.5,-0.38262433,-2.9536095,1.2355461699999999,1.5929207,191.45931857,0,0.0,0.0,0.020833333333333332,25.473201898448846,23,176.997465465,23,101.493219535,0.0,15,74.01815353068683,20.275147518904124,33
valid,invalid,gpt2-xl,famous_wealthy_old^consistent^valid,famous_wealthy_old,2,True,True,True,1.3565817,6.5384526,1.0,0.5,-0.37639648,-2.9863977,1.2695426200000002,1.5199173,192.53789791000003,0,0.0,0.0,0.020833333333333332,25.42258508885104,23,177.206755306,23,101.614267594,0.0,15,74.69389627093867,20.93529525085735,23
invalid,valid,gpt2-xl,famous_wealthy_old^consistent^invalid,famous_wealthy_old,1,False,True,True,1.3676386,6.5577593,0.5,0.09090909090909091,-1.7367387,-4.649493,-1.3778105600000001,-1.7434219999999998,191.0837786,0,2.1263121499999995,2.1263121499999995,1.0,11.25228915883757,27,282.3231997,20,0.0,104.81857500000001,20,20.20438034714973,76.87840786915946,20
invalid,valid,gpt2-xl,famous_wealthy_old^consistent^invalid,famous_wealthy_old,2,False,True,True,1.36312,6.572067,0.5,0.09090909090909091,-1.6747222,-4.6361966,-1.3043576,-1.6493338999999998,191.95615137,0,2.1808642500000004,2.1808642500000004,1.0,11.420340546933112,27,281.1186628,20,0.0,103.16953373500002,20,21.02910313531514,76.17926635765274,20
valid,invalid,gpt2-xl,famous_wealthy_old^violate^valid,famous_wealthy_old,1,True,True,False,1.3784106,6.4805484,1.0,0.5,-0.37166405,-3.1424363,1.31500145,1.5410421000000003,193.41874673,0,0.0,0.0,0.020833333333333332,25.362091763013222,23,175.366284656,23,107.253243044,0.0,15,78.79222309311015,21.7783462704473,23
valid,invalid,gpt2-xl,famous_wealthy_old^violate^valid,famous_wealthy_old,2,True,True,False,1.3833597,6.4169173,1.0,0.5,-0.3758945,-3.19093,1.3022414,1.5894536000000006,192.04317498,0,0.0,0.0,0.020833333333333332,25.36650152600278,23,175.67202075400002,23,107.132847146,0.0,15,78.06187550705691,22.287642592266216,23
invalid,valid,gpt2-xl,famous_wealthy_old^violate^invalid,famous_wealthy_old,1,False,True,False,1.3382993,6.4885697,0.5,0.08333333333333333,-1.7635119,-4.6565495,-1.4149113299999998,-1.4979321999999997,192.22122156,0,2.31740952,2.31740952,1.0,11.243847014016449,23,283.70997090000003,20,0.0,108.299487696,20,21.148191816401248,79.79707173374229,20
invalid,valid,gpt2-xl,famous_wealthy_old^violate^invalid,famous_wealthy_old,2,False,True,False,1.3669674,6.4205275,0.5,0.08333333333333333,-1.6777749,-4.63517,-1.3060188,-1.6126970999999997,191.57175433,0,2.3661242700000003,2.3661242700000003,1.0,11.327309665943273,23,281.49925410000003,20,0.0,106.40508836999997,20,21.60155107268417,77.11855835711815,20
valid,invalid,gpt2-xl,vehicles_mobile_buildings^consistent^valid,vehicles_mobile_buildings,1,True,True,True,1.325055,6.352321,1.0,0.3333333333333333,-0.34447584,-3.0494268,1.4247741600000001,1.3760969999999997,190.80347317000002,0,0.0,0.0,0.020833333333333332,25.223811368737824,23,173.620038304,23,104.25587029599998,0.0,23,80.40815275793527,21.141230442506128,23
valid,invalid,gpt2-xl,vehicles_mobile_buildings^consistent^valid,vehicles_mobile_buildings,2,True,True,True,1.3868823,6.3345604,1.0,0.3333333333333333,-0.38648662,-2.9703343,1.26011848,1.3695246999999995,192.51310177,0,0.0,0.0,0.020833333333333332,25.253930335125744,23,173.74997464,23,98.93283055999997,0.0,23,76.63994886067209,21.87423878017929,23
invalid,valid,gpt2-xl,vehicles_mobile_buildings^consistent^invalid,vehicles_mobile_buildings,1,False,True,True,1.3525918,6.3685637,0.5,0.1111111111111111,-1.7597728,-4.4113874,-1.4082117299999999,-1.2626553999999999,191.70770519,0,2.2013482900000003,2.2013482900000003,1.0,11.241003818984112,27,277.97457269999995,21,0.0,103.19893455400002,20,22.81807614866922,81.0272691420171,20
invalid,valid,gpt2-xl,vehicles_mobile_buildings^consistent^invalid,vehicles_mobile_buildings,2,False,True,True,1.3841038,6.3269696,0.5,0.125,-1.6282629,-4.3194456,-1.2401581,-1.3254875999999998,192.74283224,0,2.1603822,2.1603822,1.0,11.269032530521429,27,272.03992980000004,21,0.0,98.55492519999999,20,22.319862551400487,76.3861087602157,20
valid,invalid,gpt2-xl,vehicles_mobile_buildings^violate^valid,vehicles_mobile_buildings,1,True,True,False,1.3018132,6.293826,1.0,0.5,-0.31610078,-2.8597574,1.59860522,1.6128516000000004,188.72203601,0,0.0,0.0,0.020833333333333332,25.807486876231856,23,170.322406828,23,113.126424772,0.0,23,89.99084180399552,21.592804252919002,23
valid,invalid,gpt2-xl,vehicles_mobile_buildings^violate^valid,vehicles_mobile_buildings,2,True,True,False,1.4155686,6.373735,1.0,0.3333333333333333,-0.3920422,-2.927859,1.2678661,1.3797095999999995,193.32829359,0,0.0,0.0,0.020833333333333332,25.523211228399383,23,172.219125045,23,100.542236755,0.0,23,81.0016984804382,24.565051429062432,23
invalid,valid,gpt2-xl,vehicles_mobile_buildings^violate^invalid,vehicles_mobile_buildings,1,False,True,False,1.3957794,6.3963227,0.5,0.14285714285714285,-1.6637092,-4.3450365,-1.27818308,-1.4308999,192.94201205000002,0,2.13025643,2.13025643,1.0,11.325540241474567,27,274.5529388,21,0.0,100.74915766500001,20,23.397278750714847,80.85884317040333,20
invalid,valid,gpt2-xl,vehicles_mobile_buildings^violate^invalid,vehicles_mobile_buildings,2,False,True,False,1.3726726,6.3045034,0.5,0.1111111111111111,-1.7732849,-4.383255,-1.41808127,-1.3892770000000003,191.48421161,0,2.26667508,2.26667508,1.0,11.237185938791239,27,278.9716945,21,0.0,105.34992063500002,20,22.881988346247567,84.42487563173663,20
valid,invalid,gpt2-xl,nonsense_phrite_ing_pand^nonsense^valid,nonsense_phrite_ing_pand,1,True,False,True,1.1994387,6.6653132,1.0,0.5,-0.2826507,-3.0202749,1.6796007,1.7082311000000003,191.46705025,0,0.0,0.0,0.020833333333333332,25.61633032622855,23,174.337272146,23,120.50501955399996,0.0,23,90.16819565823566,23.620546960254273,23
valid,invalid,gpt2-xl,nonsense_phrite_ing_pand^nonsense^valid,nonsense_phrite_ing_pand,2,True,False,True,1.2190027,6.616745,1.0,0.3333333333333333,-0.3041343,-3.2584708,1.5564289999999998,1.6252362000000002,193.02522904,0,0.0,0.0,0.020833333333333332,25.253840800187756,23,176.970082595,23,115.57342490500001,0.0,23,87.09132267119676,24.548279596459707,23
invalid,valid,gpt2-xl,nonsense_bosp_jift_nup^nonsense^invalid,nonsense_bosp_jift_nup,1,False,False,True,1.2301341,6.7247953,0.5,0.1111111111111111,-1.6713803,-4.6389093,-1.33305548,-1.3481668999999998,196.02874921,0,2.29653555,2.29653555,1.0,11.41859122689349,27,284.89055299999995,22,0.0,105.53455093999997,20,24.620463239498864,81.45256879672917,20
invalid,valid,gpt2-xl,nonsense_bosp_jift_nup^nonsense^invalid,nonsense_bosp_jift_nup,2,False,False,True,1.1725494,6.7237377,0.5,0.08333333333333333,-1.8310794,-4.8248506,-1.53405,-1.6535035000000002,193.99950711999998,0,2.5430184000000002,2.5430184000000002,1.0,11.167483242718546,27,291.5678167,21,0.0,114.46639686600001,21,23.281670282424255,86.39945055329075,21
valid,invalid,gpt2-xl,nonsense_snid_ust_bem^nonsense^valid,nonsense_snid_ust_bem,1,True,False,False,1.2528698,6.702395,1.0,0.3333333333333333,-0.30541664,-3.2120159,1.59083936,1.7546885000000003,194.69500076,0,0.0,0.0,0.020833333333333332,25.133381789321014,23,176.833145671,23,119.96647132899999,0.0,23,88.1846620130988,23.55301085020042,23
valid,invalid,gpt2-xl,nonsense_snid_ust_bem^nonsense^valid,nonsense_snid_ust_bem,2,True,False,False,1.2795817,6.6443872,1.0,0.3333333333333333,-0.33187234,-3.2059503,1.4370288599999999,1.7265881999999997,194.70763700999998,0,0.0,0.0,0.020833333333333332,25.13236973306811,23,177.194723243,23,116.56726645699997,0.0,23,84.5418741873848,23.68533088110037,23
invalid,valid,gpt2-xl,nonsense_nept_bript_jeft^nonsense^invalid,nonsense_nept_bript_jeft,1,False,False,False,1.3689315,6.6848073,0.5,0.08333333333333333,-1.7777051,-4.800948,-1.4297352399999999,-1.3836810000000002,197.10451172999998,0,2.4674091000000007,2.4674091000000007,1.0,11.168931475870894,27,292.29555059999996,21,0.0,111.75821397899998,20,24.376459623429042,83.70009197759586,20
invalid,valid,gpt2-xl,nonsense_nept_bript_jeft^nonsense^invalid,nonsense_nept_bript_jeft,2,False,False,False,1.3636585,6.6862965,0.5,0.07692307692307693,-1.7971938,-4.881509,-1.45302305,-1.5478126000000003,196.43427935,0,2.492716854,2.492716854,1.0,11.126776677526124,27,292.7852425,21,0.0,113.29107393999998,20,24.013623473744943,84.26096662217148,20
valid,invalid,gpt2-xl,nonsense_sclack_chask_pron^nonsense^valid,nonsense_sclack_chask_pron,1,True,False,True,1.2791803,6.70339,1.0,0.5,-0.3070166,-3.1124349,1.582243,1.7120840999999998,192.79036886,0,0.0,0.0,0.020833333333333332,25.373537160395323,23,178.51000262,23,118.36742428000001,0.0,23,91.31191047291132,26.25145094069913,23
valid,invalid,gpt2-xl,nonsense_sclack_chask_pron^nonsense^valid,nonsense_sclack_chask_pron,2,True,False,True,1.2571254,6.770812,1.0,0.3333333333333333,-0.3114419,-3.1960473,1.5355024000000002,1.6375916999999998,193.65937267,0,0.0,0.0,0.020833333333333332,25.165501848993518,23,178.59463946,23,115.20219654,0.0,23,89.66122670646496,25.3655875738603,23
invalid,valid,gpt2-xl,nonsense_stope_unt_gleck^nonsense^invalid,nonsense_stope_unt_gleck,1,False,False,True,1.346242,6.7364016,0.5,0.09090909090909091,-1.7518381,-4.755375,-1.407073,-1.4882942,195.06560553000003,0,2.3698329,2.3698329,1.0,11.229342619014377,27,287.1574418,21,0.0,106.66974997999998,20,25.424583847322026,83.42684542396292,40
invalid,valid,gpt2-xl,nonsense_stope_unt_gleck^nonsense^invalid,nonsense_stope_unt_gleck,2,False,False,True,1.4044079,6.7450047,0.5,0.08333333333333333,-1.6999602,-4.731786,-1.33080855,-1.5407556999999996,195.02036044,0,2.4811916800000002,2.4811916800000002,1.0,11.222534261181789,23,287.1556575,21,0.0,106.72124522799999,20,25.41959130023482,82.37416428280892,40
valid,invalid,gpt2-xl,nonsense_gluff_caft_jint^nonsense^valid,nonsense_gluff_caft_jint,1,True,False,False,1.367795,6.6268997,1.0,0.3333333333333333,-0.34342033,-3.3517442,1.47890947,1.5443415000000003,195.83518759999998,0,0.0,0.0,0.020833333333333332,25.02796384488179,23,178.757569135,23,110.866942265,0.0,23,83.86226589623824,25.767549401660332,23
valid,invalid,gpt2-xl,nonsense_gluff_caft_jint^nonsense^valid,nonsense_gluff_caft_jint,2,True,False,False,1.3518784,6.658768,1.0,0.3333333333333333,-0.33203256,-3.320935,1.53919224,1.6538346000000002,194.97078767,0,0.0,0.0,0.020833333333333332,25.04642543294062,23,178.383535044,23,115.19229095600001,0.0,23,86.94253704669534,26.37601156820083,23
invalid,valid,gpt2-xl,nonsense_fleff_drap_ved^nonsense^invalid,nonsense_fleff_drap_ved,1,False,False,False,1.2835112,6.7518888,0.5,0.07142857142857142,-2.0490592,-4.9553905,-1.7591373,-1.7151318,194.69480083999997,0,2.48828492,2.48828492,1.0,11.021029465992937,27,297.23434810000003,21,0.0,119.44198616200002,20,23.99339559956432,90.89501317177157,21
